shared-library,"/usr/local/bin/node",0x00002550,0x0020c7b6
shared-library,"/usr/lib/libssl.0.9.7.dylib",0x90b7d8c0,0x90b9df42
shared-library,"/usr/lib/libcrypto.0.9.7.dylib",0x9640e600,0x964a8c92
shared-library,"/usr/lib/libSystem.B.dylib",0x9728e0a0,0x973c26d0
shared-library,"/usr/lib/libstdc++.6.dylib",0x951b0fb4,0x951f8005
shared-library,"/usr/lib/libgcc_s.1.dylib",0x901b5780,0x901bc71e
shared-library,"/usr/lib/system/libmathCommon.A.dylib",0x976062b0,0x976071e7
profiler,"begin",1
tick,0x972e5c17,0xbfffed30,0x0,4
tick,0x760f58,0xbfffe7e4,0xbfffe83e,0,0x64dd93,0x64d90c,0x63a439,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0xc1b87,0xbfffe9b0,0x0,0,0x72d9d4,0x72d413,0x73299b,0x63c86d,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0xbc713,0xbfffea10,0x5821a0,0,0x63bcec,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x17defb,0xbfffe93c,0x5821a0,0,0x58e198,0x733886,0x63a4be,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0xb0534,0xbfffe980,0x18e3c50,0,0x648b33,0x73295f,0x63c86d,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0xbc4ea,0xbfffe880,0x0,0,0x648b33,0x73295f,0x63c86d,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x1f680c,0xbfffe7b8,0x0,1
tick,0x64ade4,0xbfffeacc,0x55ac18,0,0x63c6a2,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
code-creation,CallIC,0x7682e0,127,"toString"
tick,0x598340,0xbfffeac4,0x71cdc4,0,0x63a4be,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x763553,0xbfffea38,0x55ab28,0,0x648989,0x73295f,0x63c86d,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x1d814d,0xbfffea40,0x0,0,0x64aae9,0x63c0e1,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x72d109,0xbfffeac0,0x55a570,0,0x63a339,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x762d43,0xbfffe9cc,0x7,0,0x64b919,0x762a50,0x648941,0x73295f,0x63c86d,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x63c1f5,0xbfffeaf0,0x71cd00,0,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x766850,0xbfffeab8,0x55a80c,0,0x63cd92,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0xc03c3,0xbfffe9c0,0x0,0,0x72d9d4,0x72d413,0x63a339,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x178ef0,0xbfffe8e0,0x0,1
tick,0x17921e,0xbfffe8f0,0x0,1
tick,0x72d890,0xbfffea30,0x55ff60,0,0x761a21,0x64c6dd,0x732a60,0x63c86d,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x732a01,0xbfffeac4,0x71cd70,0,0x63c86d,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x63bc66,0xbfffeaf0,0x71cd00,0,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x648868,0xbfffea70,0x55f4c4,0,0x73295f,0x63c86d,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x75f8f4,0xbfffea5c,0x63cd7,0
tick,0x7668eb,0xbfffea90,0x55e1d8,0,0x64d90c,0x63a439,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x72d6ff,0xbfffea8c,0x55ff60,0,0x72d413,0x63a339,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x5832d6,0xbfffeac4,0x71cdc4,0,0x63a4be,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
code-creation,StoreIC,0x768380,118,"type"
code-creation,Stub,0x768400,217,"GenericBinaryOpStub_ADD_OverwriteLeft_RegArgs_UnknownType_Strings"
code-creation,LoadIC,0x7684e0,65,"_prevTagSep"
tick,0x178a34,0xbfffe97c,0x14b7e9,0,0x63a4be,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
code-creation,CallIC,0x768540,179,"pop"
tick,0x72d7d0,0xbfffea8c,0x55ff60,0,0x72d413,0x63a339,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0xbc4ea,0xbfffe880,0x0,0,0x64899c,0x73295f,0x63c86d,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x76452d,0xbfffe9f4,0xcd,0
tick,0x1835c1,0xbfffe9d8,0xbfffeadf,0,0x63a4be,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x1d5038,0xbfffe960,0x0,0,0x64dd93,0x64d90c,0x63a439,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
code-creation,StoreIC,0x768600,118,"_buffer"
code-creation,CallIC,0x768680,117,"shift"
code-creation,LoadIC,0x768700,62,"_done"
code-creation,LoadIC,0x768740,62,"_options"
code-creation,LoadIC,0x768780,65,"verbose"
code-creation,LoadIC,0x7687e0,62,"_tagStack"
code-creation,CallIC,0x768820,130,"last"
code-creation,LoadIC,0x7688c0,62,"Text"
code-creation,LoadIC,0x768900,62,"dom"
code-creation,CallIC,0x768940,276,"push"
code-creation,LoadIC,0x768a80,65,"ignoreWhitespace"
code-creation,LoadIC,0x768ae0,62,"Comment"
code-creation,LoadIC,0x768b20,62,"Directive"
code-creation,StoreIC,0x768b60,128,"children"
code-creation,LoadIC,0x768c00,65,"children"
code-creation,CallIC,0x768c60,127,"charAt"
code-creation,LoadIC,0x768d00,65,"enforceEmptyTags"
code-creation,LoadIC,0x768d60,65,"_emptyTags"
code-creation,CallIC,0x768dc0,276,"push"
code-creation,LoadIC,0x768f00,65,"name"
code-creation,CallIC,0x768f60,179,"pop"
code-creation,LoadIC,0x769020,82,""
code-creation,LoadIC,0x769080,65,"children"
code-creation,LoadIC,0x7690e0,65,"name"
code-creation,LoadIC,0x769140,65,"name"
code-creation,StoreIC,0x7691a0,128,"children"
tick,0x182f0c,0xbfffe990,0x0,0,0x73924c,0x73850f,0x7349a1,0x63ce78,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x73815a,0xbfffea4c,0x71e1c4,0,0x739930,0x7386c1,0x73496b,0x63ce78,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x1983d8,0xbfffe8b0,0x0,0,0x73496b,0x63ce78,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x582ecf,0xbfffea60,0x71aa1c,0,0x73850f,0x7349a1,0x63ce78,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x768c94,0xbfffea60,0x71aa1c,0,0x73850f,0x7349a1,0x63ce78,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x738120,0xbfffea64,0x71aa1c,0,0x7386c1,0x73496b,0x63ce78,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x14c98c,0xbfffe9a0,0xbfffeaa3,0,0x7349a1,0x63ce78,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x72d7a5,0xbfffe9ec,0x55ff60,0,0x72d413,0x7391cf,0x73850f,0x7349a1,0x63ce78,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x734788,0xbfffeab4,0x71ccac,0,0x63ce78,0x731a3b,0x7318a0,0x72e482,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
code-creation,StoreIC,0x769240,118,"_done"
code-creation,StoreIC,0x7692c0,118,"_done"
code-creation,LazyCompile,0x769340,262,"getTime native date.js:723"
function-creation,0x55a71c,0x769340
code-creation,StoreIC,0x769480,118,"tag_name"
code-creation,LazyCompile,0x769500,179,"isNaN native v8natives.js:78"
function-creation,0x55d520,0x769500
code-creation,KeyedStoreIC,0x769600,125,"tag_name"
code-creation,CallIC,0x7696a0,112,"parseInt"
code-creation,CallIC,0x769720,89,"isNaN"
code-creation,CallIC,0x769780,89,"ToNumber"
code-creation,KeyedLoadIC,0x7697e0,74,"tag_name"
code-creation,CallIC,0x769840,127,"testElement"
code-creation,LoadIC,0x7698e0,82,""
code-creation,LoadIC,0x769940,73,"Array"
code-creation,CallIC,0x7699a0,127,"getElements"
code-creation,CallIC,0x769a40,117,"concat"
code-creation,LoadIC,0x769ac0,62,"type"
code-creation,CallIC,0x769b00,127,"tag_name"
code-creation,LoadIC,0x769ba0,62,"type"
tick,0x97295b88,0xbfffe810,0xbfffe88f,2,0x73aab2,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0xbe3cd,0xbfffe700,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0xc32dc,0xbfffe5c0,0x0,1
tick,0x1f6402,0xbfffe4ac,0x0,1
tick,0x5839da,0xbfffe79c,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x58321f,0xbfffe75c,0x71b23c,0,0x73ad81,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
code-creation,CallIC,0x769be0,127,"getElements"
code-creation,LoadIC,0x769c80,118,""
code-creation,StoreIC,0x769d00,118,"id"
tick,0x1864c3,0xbfffe360,0x0,0,0x73b525,0x72e1cb,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
code-creation,KeyedLoadIC,0x769d80,74,"id"
code-creation,KeyedStoreIC,0x769de0,125,"id"
code-creation,LoadIC,0x769e80,82,""
code-creation,LoadIC,0x769ee0,65,"attribs"
code-creation,KeyedLoadIC,0x769f40,77,"id"
code-creation,KeyedLoadIC,0x769fa0,77,"id"
code-creation,LoadIC,0x76a100,65,"DomUtils"
code-creation,CallIC,0x76a160,127,"getElementsByTagName"
code-creation,CallIC,0x76a200,89,"ToString"
tick,0x73b00b,0xbfffe7e0,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x7697ab,0xbfffe7c0,0x55d520,0,0x73aab2,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0xffff063e,0xbfffe534,0x0,1
tick,0xbe30f,0xbfffe810,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x73ac23,0xbfffe86c,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
code-creation,CallIC,0x76a260,127,"getElementsByTagName"
code-creation,CallIC,0x76a300,127,"getElementById"
tick,0x5837b8,0xbfffe790,0x0,0,0x73ab0b,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x73a3ce,0xbfffe7ac,0x71b23c,0,0x73ad81,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x73ac18,0xbfffe86c,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x7699f0,0xbfffe854,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x73b1af,0xbfffe82c,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x598248,0xbfffe828,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x5839c0,0xbfffe824,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x7137d,0xbfffe780,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x6fd7b,0xbfffe760,0x5821a0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0xbc6bb,0xbfffe7b0,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x76958f,0xbfffe7cc,0x55d520,0,0x73aab2,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0xffff0d50,0xbfffe910,0xffffffff,0,0x73b056,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x73b011,0xbfffe7e0,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x712bd,0xbfffe7d0,0x5821a0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x769b4c,0xbfffe7c0,0x71b23c,0,0x73ad81,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e19b,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x6fd74,0xbfffe7f0,0x5821a0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0xffff0d48,0xbfffe800,0xffffffff,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x73a23f,0xbfffe820,0x71b23c,0,0x73ad81,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e19b,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x71433,0xbfffe780,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x582161,0xbfffe7e0,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0xbc480,0xbfffe75c,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e19b,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x71460,0xbfffe7d0,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x73a29f,0xbfffe7ac,0x71b23c,0,0x73ad81,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x7699e9,0xbfffe920,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b54b,0x72e1cb,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x71460,0xbfffe850,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x73a70e,0xbfffe794,0x18001dc,0,0x73a3ce,0x73ad81,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x5984c6,0xbfffe7d0,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b54b,0x72e1cb,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x7696c0,0xbfffe7d8,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x1bd910,0xbfffe770,0x5821a0,0,0x58e198,0x73a70e,0x73a3ce,0x73ad81,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x71385,0xbfffe810,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b54b,0x72e1cb,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x769975,0xbfffe7e0,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x713a8,0xbfffe810,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x76988c,0xbfffe860,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b54b,0x72e1cb,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x73ac06,0xbfffe7e4,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x6f082,0xbfffe790,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x73ad0c,0xbfffe818,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x769aa6,0xbfffe864,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x7699ec,0xbfffe854,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x598241,0xbfffe7e8,0x71b23c,0,0x73ad81,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0xbc5f2,0xbfffe740,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x5837c6,0xbfffe80c,0x55aca4,0,0x73ab0b,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x76989f,0xbfffe81c,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x73acf7,0xbfffe7d4,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x73a342,0xbfffe768,0x71b23c,0,0x73ad81,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x73a1f8,0xbfffe804,0x71b23c,0,0x73ad81,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x585584,0xbfffe8a4,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x73a2b5,0xbfffe7ac,0x71b23c,0,0x73ad81,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x7136c,0xbfffe7d0,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b54b,0x72e1cb,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x70bd5,0xbfffe820,0x0,0,0x73add5,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x598251,0xbfffe764,0x71b23c,0,0x73ad81,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x78ce4,0xbfffe744,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b54b,0x72e1cb,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
